1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID,(I) Incumbent Indicator,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,"GE RUNOFF ELECTION VOTES (GA, GU, LA)","GE RUNOFF ELECTION % (GA, GU, LA)","COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",PE WINNER INDICATOR,GE WINNER INDICATOR,FOOTNOTES
2305,NY,New York,07,H2NY00010,(I),Nydia M.,Velazquez,"Velazquez, Nydia M.",,WF,Unopposed,,,,34184,15.1623620000621%,,,191073,84.7507019201341%,W,W,
2306,NY,New York,07,H0NY07118,,Brian W.,Kelly,"Kelly, Brian W.",,R,Unopposed,,,,29404,13.0421861762762%,,,32520,14.4242924245852%,W,,
2307,NY,New York,07,H0NY07118,,Brian W.,Kelly,"Kelly, Brian W.",,CRV,Unopposed,,,,3116,1.38210624830896%,,,32520,14.4242924245852%,W,,
2308,NY,New York,07,"H0NY07126
",,Gilbert,Midonnet,"Midonnet, Gilbert",,LIB,Unopposed,,,,1522,0.67508527276195%,,,,,,,
2309,NY,New York,07,n/a,,,Scattered,Scattered,,W,,,,,338,0.149920382518751%,,,,,,,
2310,NY,New York,07,n/a,,,,,District Votes:,,71117,,,,225453,,,,,,,,
2311,NY,New York,08,H2NY10092,(I),Hakeem S.,Jeffries,"Jeffries, Hakeem S.",,D,Unopposed,,,,207111,74.7237245146463%,,,234933,84.7616436181535%,W,W,
2312,NY,New York,08,H2NY10092,(I),Hakeem S.,Jeffries,"Jeffries, Hakeem S.",,WF,Unopposed,,,,27822,10.0379191035072%,,,234933,84.7616436181535%,W,W,
2313,NY,New York,08,H0NY08108,,Garfield H.,Wallace,"Wallace, Garfield H.",,R,Unopposed,,,,39124,14.1155756956947%,,,42007,15.1557353095043%,W,,
2314,NY,New York,08,H0NY08108,,Garfield H.,Wallace,"Wallace, Garfield H.",,CRV,Unopposed,,,,2883,1.04015961380963%,,,42007,15.1557353095043%,W,,
2315,NY,New York,08,n/a,,,Scattered,Scattered,,W,,,,,229,0.082621072342145%,,,,,,,
2316,NY,New York,08,n/a,,,,,District Votes:,,,,,,277169,,,,,,,,
2317,NY,New York,09,H4NY11138,(I),Yvette D.,Clarke,"Clarke, Yvette D.",,D,52293,59.9449762136757%,,,195758,70.6075427054478%,,,230221,83.0379299399815%,W,W,
2318,NY,New York,09,H8NY09158,,Adem,Bunkeddeko,"Bunkeddeko, Adem",,D,23564,27.0120937697025%,,,,,,,,,,,
2319,NY,New York,09,H0NY09114,,Chaim,Deutsch,"Deutsch, Chaim",,D,9383,10.7560038975182%,,,,,,,,,,,
2320,NY,New York,09,H0NY09080,,Isiah,James,"James, Isiah",,D,1010,1.15779217057374%,,,,,,,,,,,
2321,NY,New York,09,H8NY09174,,Lutchi,Gayot,"Gayot, Lutchi",,D,843,0.966355247320456%,,,,,,,,,,,
2322,NY,New York,09,n/a,,,Scattered,Scattered,,W(D),142,0.162778701209377%,,,,,,,,,,,
2323,NY,New York,09,n/a,,,,,Party Votes:,D,87235,,,,,,,,,,,,
2324,NY,New York,09,H4NY11138,(I),Yvette D.,Clarke,"Clarke, Yvette D.  #",,WF,#,,,,34463,12.4303872345337%,,,230221,83.0379299399815%,W,W,# Yvette Clark replaced Judith Goldiner as the candidate on the Working Families line.
2325,NY,New York,09,"H0NY09130
",,Judith,Goldiner,"Goldiner, Judith  #",,WF,Unopposed,,,,,,,,,,,,# Yvette Clark replaced Judith Goldiner as the candidate on the Working Families line.
2326,NY,New York,09,H0NY09122,,Constantine,Jean-Pierre,"Jean-Pierre, Constantine",,R,Unopposed,,,,40110,14.4671918282548%,,,43950,15.8522333795014%,W,,
2327,NY,New York,09,H0NY09122,,Constantine,Jean-Pierre,"Jean-Pierre, Constantine",,CRV,Unopposed,,,,3840,1.38504155124654%,,,43950,15.8522333795014%,W,,
2328,NY,New York,09,H4NY11096,,Gary,Popkin,"Popkin, Gary",,LIB,Unopposed,,,,1644,0.592970914127424%,,,,,,,
2329,NY,New York,09,H4NY09090,,Joel B.,Anabilah-Azumah,"Anabilah-Azumah, Joel B.",,SAM,Unopposed,,,,1052,0.379443674976916%,,,,,,,
2330,NY,New York,09,n/a,,,Scattered,Scattered,,W,,,,,381,0.137422091412742%,,,,,,,
2331,NY,New York,09,n/a,,,,,District Votes:,,87235,,,,277248,,,,,,,,
2332,NY,New York,10,H2NY17071,(I),Jerrold L.,Nadler,"Nadler, Jerrold L.",,D,51054,67.318925618745%,,,181215,65.4262463173705%,,,206310,74.4865981168043%,W,W,
2333,NY,New York,10,H0NY10070,,Lindsay,Boylan,"Boylan, Lindsay",,D,16511,21.7711203997943%,,,,,,,,,,,
2334,NY,New York,10,H0NY10096,,Jonathan,Herzog,"Herzog, Jonathan",,D,7829,10.3231846411477%,,,,,,,,,,,
2335,NY,New York,10,n/a,,,Scattered,Scattered,,W(D),445,0.586769340313032%,,,,,,,,,,,
2336,NY,New York,10,n/a,,,,,Party Votes:,D,75839,,,,,,,,,,,,
2337,NY,New York,10,H2NY17071,(I),Jerrold L.,Nadler,"Nadler, Jerrold L.",,WF,Unopposed,,,,25095,9.06035179943389%,,,206310,74.4865981168043%,W,W,
2338,NY,New York,10,H0NY10112,,Cathy A.,Bernstein,"Bernstein, Cathy A.",,R,Unopposed,,,,61045,22.0398157241061%,,,66889,24.1497458263532%,W,,
2339,NY,New York,10,H0NY10112,,Cathy A.,Bernstein,"Bernstein, Cathy A.",,CRV,Unopposed,,,,5844,2.10993010224713%,,,66889,24.1497458263532%,W,,
2340,NY,New York,10,"H0NY10146
",,Michael,Madrid,"Madrid, Michael",,LIB,Unopposed,,,,3370,1.21671191727803%,,,,,,,
2341,NY,New York,10,n/a,,,Scattered,Scattered,,W,,,,,407,0.146944139564439%,,,,,,,
2342,NY,New York,10,n/a,,,,,District Votes:,,75839,,,,276976,,,,,,,,
2343,NY,New York,11,H0NY11078,,Nicole,Malliotakis,"Malliotakis, Nicole",,R,15697,68.683819025116%,,,143420,48.8964045357535%,,,155608,53.0516784060768%,W,W,
2344,NY,New York,11,H0NY11094,,Joseph M.,Caldarera,"Caldarera, Joseph M.",,R,7046,30.8304891922639%,,,,,,,,,,,
2345,NY,New York,11,n/a,,,Scattered,Scattered,,W(R),111,0.48569178262011%,,,,,,,,,,,
2346,NY,New York,11,n/a,,,,,Party Votes:,R,22854,,,,,,,,,,,,
2347,NY,New York,11,H0NY11078,,Nicole,Malliotakis,"Malliotakis, Nicole",,CRV,Unopposed,,,,12188,4.15527387032327%,,,155608,53.0516784060768%,W,W,
2348,NY,New York,11,H8NY11113,(I),Max N.,Rose,"Rose, Max N.",,D,Unopposed,,,,134625,45.8979114532549%,,,137198,46.7751283607329%,W,,
2349,NY,New York,11,H8NY11113,(I),Max N.,Rose,"Rose, Max N.",,IDP,Unopposed,,,,2573,0.877216907477993%,,,137198,46.7751283607329%,W,,
2350,NY,New York,11,n/a,,,Scattered,Scattered,,W,,,,,508,0.173193233190369%,,,,,W,,
2351,NY,New York,11,n/a,,,,,District Votes:,,22854,,,,293314,,,,,,,,
2352,NY,New York,12,H2NY14037,(I),Carolyn B.,Maloney,"Maloney, Carolyn B.",,D,40362,42.7215089386835%,,,265172,82.0912572247625%,,,,,W,W,
2353,NY,New York,12,H8NY12129,,Suraj,Patel,"Patel, Suraj",,D,37106,39.2751675010849%,,,,,,,,,,,
2354,NY,New York,12,H0NY12175,,Lauren,Ashcraft,"Ashcraft, Lauren",,D,12810,13.5588555944833%,,,,,,,,,,,
2355,NY,New York,12,H0NY12191,,Peter,Harrison,"Harrison, Peter",,D,4001,4.23489314859701%,,,,,,,,,,,
2356,NY,New York,12,n/a,,,Scattered,Scattered,,W(D),198,0.209574817151264%,,,,,,,,,,,
2357,NY,New York,12,n/a,,,,,Party Votes:,D,94477,,,,,,,,,,,,
2358,NY,New York,12,"H0NY12209

",,Carlos,Santiago-Cano,"Santiago-Cano, Carlos",,R,Unopposed,,,,49157,15.217896050102%,,,53061,16.4264862036834%,W,,
2359,NY,New York,12,"H0NY12209

",,Carlos,Santiago-Cano,"Santiago-Cano, Carlos",,CRV,Unopposed,,,,3904,1.20859015358135%,,,53061,16.4264862036834%,W,,
2360,NY,New York,12,"H0NY12217
",,Steven,Kolln,"Kolln, Steven",,LIB,Unopposed,,,,4015,1.2429532445259%,,,,,,,
2361,NY,New York,12,n/a,,,Scattered,Scattered,,W,,,,,773,0.239303327028274%,,,,,,,
2362,NY,New York,12,n/a,,,,,District Votes:,,94477,,,,323021,,,,,,,,
2363,NY,New York,13,H2NY13096,(I),Adriano,Espaillat,"Espaillat, Adriano",,D,46066,58.9395839197523%,,,202916,79.4596076281474%,,,231841,90.7863100599131%,W,W,
2364,NY,New York,13,H0NY13124,,"James Felton, II",Keith,"Keith, James Felton, II",,D,19799,25.3320197548556%,,,,,,,,,,,
2365,NY,New York,13,H0NY13140,,Ramon,Rodriguez,"Rodriguez, Ramon",,D,11859,15.1731108779651%,,,,,,,,,,,
2366,NY,New York,13,n/a,,,Scattered,Scattered,,W(D),434,0.555285447427007%,,,,,,,,,,,
2367,NY,New York,13,n/a,,,,,Party Votes:,D,78158,,,,,,,,,,,,
2368,NY,New York,13,H2NY13096,(I),Adriano,Espaillat,"Espaillat, Adriano",,WF,Unopposed,,,,28925,11.3267024317657%,,,231841,90.7863100599131%,W,W,
2369,NY,New York,13,H0NY13165,,Lovelynn,Gwinn,"Gwinn, Lovelynn",,R,Unopposed,,,,19829,7.76481184164154%,,,,,W,,
2370,NY,New York,13,H0NY13157,,Christopher,Morris-Perry,"Morris-Perry, Christopher",,CRV,Unopposed,,,,3295,1.29028468496691%,,,,,,,
2371,NY,New York,13,n/a,,,Scattered,Scattered,,W,,,,,405,0.158593413478482%,,,,,,,
2372,NY,New York,13,n/a,,,,,District Votes:,,78158,,,,255370,,,,,,,,
2373,NY,New York,14,H8NY15148,(I),Alexandria,Ocasio-Cortez,"Ocasio-Cortez, Alexandria",,D,46582,74.4252184888719%,,,152661,71.5733755913227%,,,,,W,W,
2374,NY,New York,14,H0NY14346,,Michelle,Caruso-Cabrera,"Caruso-Cabrera, Michelle",,D/SAM,11339,18.1166019588107%,,,,,,,,,,,
2375,NY,New York,14,H0NY14304,,Badrun N.,Khan,"Khan, Badrun N.",,D,3119,4.9833037754238%,,,,,,,,,,,
2376,NY,New York,14,H4NY10098,,Samuel H.,Sloan,"Sloan, Samuel H.",,D,1406,2.24640112479829%,,,,,,,,,,,
2377,NY,New York,14,n/a,,,Scattered,Scattered,,W(D),143,0.228474652095416%,,,,,,,,,,,
2378,NY,New York,14,n/a,,,,,Party Votes:,D,62589,,,,,,,,,,,,
2379,NY,New York,14,H0NY14296,,John C.,Cummings,"Cummings, John C.",,R,Unopposed,,,,52447,24.5891801418706%,,,58440,27.398930110224%,W,,
2380,NY,New York,14,H0NY14296,,John C.,Cummings,"Cummings, John C.",,CRV,Unopposed,,,,5963,2.79568480915923%,,,58440,27.398930110224%,W,,
2381,NY,New York,14,H0NY14346 ,,Michelle,Caruso-Cabrera,"Caruso-Cabrera, Michelle",,SAM,Unopposed,,,,2000,0.937677279610676%,,,,,,,
2382,NY,New York,14,n/a,,,Scattered,Scattered,,W,,,,,222,0.104082178036785%,,,,,,,
2383,NY,New York,14,n/a,,,,,District Votes:,,62589,,,,213293,,,,,,,,
2384,NY,New York,15,H0NY15160,,Ritchie,Torres,"Torres, Ritchie",,D,19090,32.0985993644175%,,,169533,88.7435418269759%,,,,,W,W,
2385,NY,New York,15,H0NY15194,,Michael A.,Blake,"Blake, Michael A.",,D,10725,18.0333933045247%,,,,,,,,,,,
2386,NY,New York,15,H0NY15186,,Ruben,Diaz,"Diaz, Ruben",,D,8559,14.3914045028837%,,,,,,,,,,,
2387,NY,New York,15,H0NY15277,,Samelys,Lopez,"Lopez, Samelys",,D,8272,13.9088325794899%,,,,,,,,,,,
2388,NY,New York,15,H0NY15269,,Ydanis,Rodriguez,"Rodriguez, Ydanis",,D,6291,10.5779093033814%,,,,,,,,,,,
2389,NY,New York,15,H0NY15244,,Melissa,Mark-Viverito,"Mark-Viverito, Melissa",,D,2561,4.306155734535%,,,,,,,,,,,
2390,NY,New York,15,H0NY15178,,Tomas,Ramos,"Ramos, Tomas",,D,1442,2.42462966388109%,,,,,,,,,,,
2391,NY,New York,15,H0NY15293,,Chivona R.,Newsome,"Newsome, Chivona R.",,D,1366,2.29684058312175%,,,,,,,,,,,
2392,NY,New York,15,H0NY15301,,Marlene J.,Tapper,"Tapper, Marlene J.",,D,392,0.659122627074471%,,,,,,,,,,,
2393,NY,New York,15,H0NY15285,,Julio,Pabon,"Pabon, Julio",,D,244,0.410270206648395%,,,,,,,,,,,
2394,NY,New York,15,H0NY15236,,Frangell,Basora,"Basora, Frangell",,D,189,0.317791266625191%,,,,,,,,,,,
2395,NY,New York,15,n/a,,,Scattered,Scattered,,W(D),189,0.317791266625191%,,,,,,,,,,,
2396,NY,New York,15,"H0NY15319
",,Mark,Escoffery-Bey,"Escoffery-Bey, Mark",,D,153,0.257259596791822%,,,,,,,,,,,
2397,NY,New York,15,n/a,,,,,Party Votes:,D,59473,,,,,,,,,,,,
2398,NY,New York,15,H0NY15202,,Patrick,Delices,"Delices, Patrick #",,R,#,,,,18984,9.93734198087282%,,,21221,11.1083193308103%,W,,# Patrick Delices replaced Orlando Molina as the Republican candidate after the primary election.
2399,NY,New York,15,"H0NY15327
",,Orlando,Molina,"Molina, Orlando #",,R,Unopposed,,,,,,,,,,,,# Patrick Delices replaced Orlando Molina as the Republican candidate after the primary election.
2400,NY,New York,15,H0NY15202,,Patrick,Delices,"Delices, Patrick",,CRV,Unopposed,,,,2237,1.17097734993745%,,,21221,11.1083193308103%,W,,
2401,NY,New York,15,n/a,,,Scattered,Scattered,,W,,,,,283,0.148138842213812%,,,,,,,
2402,NY,New York,15,n/a,,,,,District Votes:,,59473,,,,191037,,,,,,,,
2403,NY,New York,16,H0NY16143,,Jamaal,Bowman,"Bowman, Jamaal",,D,49367,55.3826650811102%,,,218514,84.0147641201123%,,,,,W,W,
2404,NY,New York,16,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",,D,36149,40.5539724920909%,,,,,,,,,,,
2405,NY,New York,16,H0NY16168,,Chris,Fink,"Fink, Chris",,D,1625,1.82301599766654%,,,,,,,,,,,
2406,NY,New York,16,H0NY16150,,Sammy,Ravelo,"Ravelo, Sammy",,D,1139,1.27779398236442%,,,,,,,,,,,
2407,NY,New York,16,H0NY16135,,Andom,Ghebreghiorgis,"Ghebreghiorgis, Andom",,D,761,0.853732414907223%,,,,,,,,,,,
2408,NY,New York,16,n/a,,,Scattered,Scattered,,W(D),97,0.10882003186071%,,,,,,,,,,,
2409,NY,New York,16,n/a,,,,,Party Votes:,D,89138,,,,,,,,,,,,
2410,NY,New York,16,H8NY15114,,Patrick,McManus,"McManus, Patrick",,CRV,Unopposed,,,,41094,15.7999154138952%,,,,,W,,
2411,NY,New York,16,n/a,,,Scattered,Scattered,,W,,,,,482,0.185320465992541%,,,,,,,
2412,NY,New York,16,H4NY13068,,Kenneth,Schaeffer,"Schaeffer, Kenneth  #",,WF,Unopposed,,,,,,,,,,,,# Kenneth Schaeffer withdrew after the primary election.
2413,NY,New York,16,n/a,,,,,District Votes:,,89138,,,,260090,,,,,,,,
2414,NY,New York,17,H0NY17174,,Mondaire,Jones,"Jones, Mondaire",,D,32796,41.6293268681535%,,,183976,55.2692927010983%,,,197354,59.2882549448437%,W,W,
2415,NY,New York,17,H0NY17273,,Adam P.,Schleifer,"Schleifer, Adam P.",,D,12732,16.1612571559132%,,,,,,,,,,,
2416,NY,New York,17,H0NY17265,,Evelyn,Farkas,"Farkas, Evelyn",,D,12210,15.4986608446199%,,,,,,,,,,,
2417,NY,New York,17,H0NY17224,,David,Carlucci,"Carlucci, David",,D,8649,10.9785354336706%,,,,,,,,,,,
2418,NY,New York,17,H0NY17190,,David,Buchwald,"Buchwald, David",,D,6673,8.47031644685901%,,,,,,,,,,,
2419,NY,New York,17,H0NY17257,,Asha,Castleberry,"Castleberry, Asha",,D,2062,2.61738236376791%,,,,,,,,,,,
2420,NY,New York,17,H0NY17240,,Allison H.,Fine,"Fine, Allison H.",,D,1588,2.01571444891535%,,,,,,,,,,,
2421,NY,New York,17,H0NY17281,,Catherine F.,Parker,"Parker, Catherine F.",,D,1539,1.95351671088207%,,,,,,,,,,,
2422,NY,New York,17,n/a,,,Scattered,Scattered,,W(D),532,0.675289727218492%,,,,,,,,,,,
2423,NY,New York,17,n/a,,,,,Party Votes:,D,78781,,,,,,,,,,,,
2424,NY,New York,17,H0NY17174,,Mondaire,Jones,"Jones, Mondaire",,WF,Unopposed,,,,13378,4.01896224374534%,,,197354,59.2882549448437%,W,W,
2425,NY,New York,17,H0NY17315,,Maureen,McArdle-Schulman,"McArdle-Schulman, Maureen",,R,8492,76.2366460184936%,,,117309,35.2414742002932%,,,,,W,,
2426,NY,New York,17,H0NY17307,,Yehudis,Gottesfeld,"Gottesfeld, Yehudis",,R,2337,20.9803393482359%,,,,,,,,,,,
2427,NY,New York,17,n/a,,,Scattered,Scattered,,W(R),310,2.78301463327049%,,,,,,,,,,,
2428,NY,New York,17,n/a,,,,,Party Votes:,R,11139,,,,,,,,,,,,
2429,NY,New York,17,H0NY17307,,Yehudis,Gottesfeld,"Gottesfeld, Yehudis",,CRV,Unopposed,,,,8887,2.66979499627484%,,,,,W,,
2430,NY,New York,17,H0NY17208,,Joshua,Eisen,"Eisen, Joshua",,ECL,,,,,6363,1.91154557908145%,,,,,,,
2431,NY,New York,17,"H0NY17331
",,Michael I.,Parietti,"Parietti, Michael I.",,SAM,Unopposed,,,,2745,0.824641303564133%,,,,,,,
2432,NY,New York,17,n/a,,,Scattered,Scattered,,W,,,,,214,0.0642889759427047%,,,,,,,
2433,NY,New York,17,n/a,,,,,District Votes:,,89920,,,,332872,,,,,,,,
2434,NY,New York,18,H2NY22139,(I),Sean Patrick,Maloney,"Maloney, Sean Patrick",,D,Unopposed,,,,171161,50.9603389396524%,,,187444,55.8083311747665%,W,W,
2435,NY,New York,18,H2NY22139,(I),Sean Patrick,Maloney,"Maloney, Sean Patrick",,WF,Unopposed,,,,12924,3.84790589244085%,,,187444,55.8083311747665%,W,W,
2436,NY,New York,18,H2NY22139,(I),Sean Patrick,Maloney,"Maloney, Sean Patrick",,IDP,Unopposed,,,,3359,1.00008634267323%,,,187444,55.8083311747665%,W,W,
2437,NY,New York,18,H0NY18172,,Chele C.,Farley,"Farley, Chele C.",,R,Unopposed,,,,128611,38.291784643509%,,,145145,43.2145079509693%,W,,
2438,NY,New York,18,H0NY18172,,Chele C.,Farley,"Farley, Chele C.",,CRV,Unopposed,,,,16534,4.92272330746031%,,,145145,43.2145079509693%,W,,
2439,NY,New York,18,H4NY18109,,Scott A.,Smith,"Smith, Scott A.",,LIB,Unopposed,,,,2687,0.800009527467391%,,,3164,0.94202833826082%,,,
2440,NY,New York,18,H4NY18109,,Scott A.,Smith,"Smith, Scott A.",,SAM,Unopposed,,,,477,0.14201881079343%,,,3164,0.94202833826082%,,,
2441,NY,New York,18,n/a,,,Scattered,Scattered,,W,,,,,118,0.0351325360034061%,,,,,,,
2442,NY,New York,18,n/a,,,,,District Votes:,,,,,,335871,,,,,,,,
2443,NY,New York,19,H8NY19181,(I),Antonio,Delgado,"Delgado, Antonio",,D,Unopposed,,,,168281,47.7026172786312%,,,192100,54.4545895212475%,W,W,
2444,NY,New York,19,H8NY19181,(I),Antonio,Delgado,"Delgado, Antonio",,WF,Unopposed,,,,22969,6.51102273146035%,,,192100,54.4545895212475%,W,W,
2445,NY,New York,19,H8NY19181,(I),Antonio,Delgado,"Delgado, Antonio",,SAM,Unopposed,,,,850,0.240949511155962%,,,192100,54.4545895212475%,W,W,
2446,NY,New York,19,H0NY19204,,Kyle,Van De Water,"Van De Water, Kyle",,R,12138,57.1038765525028%,,,151475,42.9386202380581%,,,,,W,,
2447,NY,New York,19,H0NY19188,,Ola ,Hawatmeh,"Hawatmeh, Ola ",,R,8988,42.2845314264208%,,,,,,,,,,,
2448,NY,New York,19,n/a,,,Scattered,Scattered,,W(R),130,0.611592021076402%,,,,,,,,,,,
2449,NY,New York,19,n/a,,,,,Party Votes:,R,21256,,,,,,,,,,,,
2450,NY,New York,19,"H0NY19212
",,Victoria N.,Alexander,"Alexander, Victoria N.",,LIB,Unopposed,,,,4224,1.19737733543857%,,,,,,,
2451,NY,New York,19,H2NY22097,,Steven,Greenfield,"Greenfield, Steven",,GRE,Unopposed,,,,2799,0.793432566735928%,,,,,,,
2452,NY,New York,19,n/a,,,Scattered,Scattered,,W,,,,,2173,0.61598033851989%,,,,,,,
2453,NY,New York,19,n/a,,,,,District Votes:,,21256,,,,352771,,,,,,,,
2454,NY,New York,20,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",,D,Unopposed,,,,194071,54.007324498667%,,,219705,61.1409186791413%,W,W,
2455,NY,New York,20,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",,WF,Unopposed,,,,19678,5.47612024199787%,,,219705,61.1409186791413%,W,W,
2456,NY,New York,20,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",,IDP,Unopposed,,,,5956,1.65747393847644%,,,219705,61.1409186791413%,W,W,
2457,NY,New York,20,H0NY20111,,Elizabeth L.,Joy,"Joy, Elizabeth L.",,R,Unopposed,,,,120839,33.6278531315571%,,,139446,38.8059286139666%,W,,
2458,NY,New York,20,H0NY20111,,Elizabeth L.,Joy,"Joy, Elizabeth L.",,CRV,Unopposed,,,,17849,4.96713437338246%,,,139446,38.8059286139666%,W,,
2459,NY,New York,20,H0NY20111,,Elizabeth L.,Joy,"Joy, Elizabeth L.",,SAM,Unopposed,,,,758,0.210941109027055%,,,139446,38.8059286139666%,W,,
2460,NY,New York,20,n/a,,,Scattered,Scattered,,W,,,,,191,0.0531527068920416%,,,,,,,
2461,NY,New York,20,n/a,,,,,District Votes:,,,,,,359342,,,,,,,,
2462,NY,New York,21,H4NY21079,(I),Elise M.,Stefanik,"Stefanik, Elise M.",,R,Unopposed,,,,169684,52.8959936157213%,,,188655,58.8098681995586%,W,W,
2463,NY,New York,21,H4NY21079,(I),Elise M.,Stefanik,"Stefanik, Elise M.",,CRV,Unopposed,,,,15044,4.6897016097859%,,,188655,58.8098681995586%,W,W,
2464,NY,New York,21,H4NY21079,(I),Elise M.,Stefanik,"Stefanik, Elise M.",,IDP,Unopposed,,,,3927,1.2241729740514%,,,188655,58.8098681995586%,W,W,
2465,NY,New York,21,H8NY21245,,Tedra L.,Cobb,"Cobb, Tedra L.",,D,Unopposed,,,,122422,38.1628988615534%,,,131995,41.1471127348903%,W,,
2466,NY,New York,21,H8NY21245,,Tedra L.,Cobb,"Cobb, Tedra L.",,WF,Unopposed,,,,9573,2.98421387333691%,,,131995,41.1471127348903%,W,,
2467,NY,New York,21,n/a,,,Scattered,Scattered,,W,,,,,138,0.0430190655510805%,,,,,,,
2468,NY,New York,21,n/a,,,,,District Votes:,,,,,,320788,,,,,,,,
2469,NY,New York,22,H4NY22051,,Claudia,Tenney,"Tenney, Claudia  #",,R,23784,59.387250617993%,,,143291,44.8291504764765%,,,156098,48.835870578592%,W,W,"The election was certified on February 8, 2021, and Claudia Tenney took the oath of office on February 11, 2021."
2470,NY,New York,22,H6NY22098,,George K.,Phillips,"Phillips, George K.",,R,16151,40.3280980798522%,,,,,,,,,,,
2471,NY,New York,22,n/a,,,Scattered,Scattered,,W(R),114,0.28465130215486%,,,,,,,,,,,
2472,NY,New York,22,n/a,,,,,Party Votes:,R,40049,,,,,,,,,,,,
2473,NY,New York,22,H4NY22051,,Claudia,Tenney,"Tenney, Claudia",,CRV,Unopposed,,,,12807,4.00672010211552%,,,156098,48.835870578592%,W,W,"The election was certified on February 8, 2021, and Claudia Tenney took the oath of office on February 11, 2021."
2474,NY,New York,22,H8NY22151,(I),Anthony J.,Brindisi,"Brindisi, Anthony J.",,D,Unopposed,,,,138898,43.4547832235216%,,,155989,48.8017695017489%,W,,
2475,NY,New York,22,H8NY22151,(I),Anthony J.,Brindisi,"Brindisi, Anthony J.",,WF,Unopposed,,,,11188,3.50020961212371%,,,155989,48.8017695017489%,W,,
2476,NY,New York,22,H8NY22151,(I),Anthony J.,Brindisi,"Brindisi, Anthony J.",,IDP,Unopposed,,,,5903,1.84677666610353%,,,155989,48.8017695017489%,W,,
2477,NY,New York,22,"H0NY22109
",,"Keith D., Jr.",Price,"Price, Keith D., Jr.",,LIB,Unopposed,,,,6780,2.12114955042892%,,,,,,,
2478,NY,New York,22,n/a,,,Scattered,Scattered,,W,,,,,771,0.241210369230192%,,,,,,,
2479,NY,New York,22,n/a,,,,,District Votes:,,40049,,,,319638,,,,,,,,
2480,NY,New York,23,H0NY29054,(I),Tom,Reed,"Reed, Tom",,R,Unopposed,,,,161800,51.5672557487291%,,,181021,57.6931780153937%,W,W,
2481,NY,New York,23,H0NY29054,(I),Tom,Reed,"Reed, Tom",,CRV,Unopposed,,,,15512,4.94382738673848%,,,181021,57.6931780153937%,W,W,
2482,NY,New York,23,H0NY29054,(I),Tom,Reed,"Reed, Tom",,IDP,Unopposed,,,,3709,1.18209487992606%,,,181021,57.6931780153937%,W,W,
2483,NY,New York,23,H8NY23183,,Tracy,Mitrano,"Mitrano, Tracy",,D,Unopposed,,,,116025,36.9783117938585%,,,128976,41.1059232227941%,W,,
2484,NY,New York,23,H8NY23183,,Tracy,Mitrano,"Mitrano, Tracy",,WF,#,,,,12951,4.12761142893567%,,,128976,41.1059232227941%,W,,# Tracy Mitrano was added to the Working Families line after litigation.
2485,NY,New York,23,"H0NY23131
",,Andrew M.,Kolstee,"Kolstee, Andrew M.",,LIB,Unopposed,,,,3650,1.16329099803993%,,,,,,,
2486,NY,New York,23,n/a,,,Scattered,Scattered,,W,,,,,118,0.0376077637722499%,,,,,,,
2487,NY,New York,23,n/a,,,,,District Votes:,,,,,,313765,,,,,,,,
2488,NY,New York,24,H4NY24073,(I),John M.,Katko,"Katko, John M.",,R,Unopposed,,,,156236,45.4006805626992%,,,182809,53.1225390626135%,W,W,
2489,NY,New York,24,H4NY24073,(I),John M.,Katko,"Katko, John M.",,CRV,Unopposed,,,,21086,6.12738901626434%,,,182809,53.1225390626135%,W,W,
2490,NY,New York,24,H4NY24073,(I),John M.,Katko,"Katko, John M.",,IDP,Unopposed,,,,5487,1.59446948364993%,,,182809,53.1225390626135%,W,W,
2491,NY,New York,24,H8NY24090,,Dana,Balter,"Balter, Dana",,D,29531,63.0196329492104%,,,147877,42.971635471788%,,,,,W,,
2492,NY,New York,24,H0NY24063,,Francis,Conole,"Conole, Francis",,D,17254,36.8203158344003%,,,,,,,,,,,
2493,NY,New York,24,n/a,,,Scattered,Scattered,,W(D),75,0.160051216389245%,,,,,,,,,,,
2494,NY,New York,24,n/a,,,,,Party Votes:,D,46860,,,,,,,,,,,,
2495,NY,New York,24,H6NY24185,,Steven,Williams,"Williams, Steven",,WF,Unopposed,,,,13264,3.85439096612588%,,,,,,,
2496,NY,New York,24,n/a,,,Scattered,Scattered,,W,,,,,177,0.0514344994725784%,,,,,,,
2497,NY,New York,24,n/a,,,,,District Votes:,,46860,,,,344127,,,,,,,,
2498,NY,New York,25,H8NY25105,(I),Joseph D.,Morelle,"Morelle, Joseph D.",,D,42955,68.1360341354314%,,,187503,53.8650035334877%,,,206396,59.2924980896184%,W,W,
